PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
Retail Store,SOUTHEAST,1.0,291940,Retail Store,Office,80.0,11688601.0,0.8498759603480348,0.0,0.15012395409852727,36,1.0,0.0,0.6574638624374871,0.34253613756251283
Mixed Use Property,GREATER DUWAMISH,0.0,88400,Non-Refrigerated Warehouse,Office,42.0,4383100.5,0.5773670943661913,0.0,0.42263279155930833,46,1.0,0.0,0.37839366515837103,0.3350678733031674
Warehouse,NORTHWEST,1.0,52311,Non-Refrigerated Warehouse,NONE,96.0,930611.875,0.018015029090403558,0.0,0.9819851052298253,56,1.0,0.0,0.9771558563208503,0.0
Large Office,LAKE UNION,1.0,176532,Office,Parking,60.0,5803409.0,1.0,0.0,0.0,15,0.6030917907234948,0.3969082092765051,0.5862619808306709,0.3969082092765051
Warehouse,BALLARD,1.0,52500,Non-Refrigerated Warehouse,Office,2.0,3989399.0,0.7682302522259619,0.0,0.23176949710971503,43,1.0,0.0,0.9408571428571428,0.11148571428571429
Warehouse,BALLARD,1.0,57300,Non-Refrigerated Warehouse,Office,55.0,4560492.0,0.40651622675799015,0.0,0.5934837732420098,57,1.0,0.0,0.5061256544502618,0.49387434554973825
Large Office,DOWNTOWN,1.0,350310,Office,College/University,90.0,18102026.0,0.8824628801218162,0.0,0.11753689890844263,100,1.0,0.0,0.8713225428905826,0.07678912962804373
Large Office,DOWNTOWN,1.0,1400000,Office,Parking,92.0,53079164.0,0.9320575018852972,0.0410610790704993,0.026881357814904545,28,0.7964285714285714,0.20357142857142857,0.7100828571428571,0.188915
Hotel,DOWNTOWN,1.0,305548,Hotel,NONE,58.0,33729336.0,0.4322070852506554,0.48280138096996633,0.08499144483603235,86,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,1536606,Office,Parking,89.0,56606136.0,0.9480961745913906,0.0,0.051903737078962606,27,0.6664024479925238,0.3335975520074762,0.6523487478247514,0.2453758478100437
Large Office,DOWNTOWN,1.0,135918,Office,NONE,91.0,6423556.5,0.6697774044643338,0.33022251769716665,0.0,58,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,79957,Retail Store,Office,25.0,5252131.0,0.9999998096010934,0.0,0.0,102,1.0,0.0,0.4464149480345686,0.3717373088034819
Large Office,DOWNTOWN,1.0,500000,Office,Parking,93.0,18848780.0,0.9999998408385052,0.0,0.0,33,1.0,0.0,0.822602,0.16001
Large Office,DOWNTOWN,0.0,132326,Office,Other,72.0,6029020.0,0.9451322105416801,0.05444451897655008,0.00042312017541822717,90,1.0,0.0,0.6952979762102686,0.09529495337273099
Large Office,DOWNTOWN,1.0,109830,Office,Parking,45.0,7335905.5,0.9999999318420882,0.0,0.0,32,0.8798142583993445,0.12018574160065555,0.760129290722025,0.12018574160065555
Hotel,DOWNTOWN,0.0,332067,Hotel,NONE,6.0,37785552.0,0.5240241561113094,0.41248607404226884,0.0634897433812797,43,0.8214818093938874,0.17851819060611263,1.0,0.0
Large Office,DOWNTOWN,1.0,130513,Office,Retail Store,49.0,11651200.0,0.5876644465806097,0.054160000686624556,0.35817555273276575,106,1.0,0.0,0.6695961321860657,0.24720909028219412
Large Office,DOWNTOWN,1.0,137350,Office,NONE,89.0,6366084.5,0.6451734971472654,0.35482646358212805,0.0,87,1.0,0.0,0.9065016381507098,0.0
Large Office,DOWNTOWN,1.0,151039,Office,NONE,84.0,5446624.0,0.4767257662728325,0.5232741878271752,0.0,87,1.0,0.0,0.8307324598282563,0.0
Large Office,DOWNTOWN,1.0,755000,Office,Parking,72.0,52226204.0,0.8271702649497559,0.009945007682350416,0.16288459333556005,31,0.8216397350993377,0.17836026490066226,0.8517655629139073,0.16806754966887416
Small and Mid-Sized Office,DOWNTOWN,1.0,63540,Office,NONE,72.0,3518459.5,0.6901560185643746,0.0,0.3098438393279786,110,1.0,0.0,0.8930909663204281,0.0
Large Office,DOWNTOWN,1.0,130893,Office,Supermarket/Grocery Store,80.0,6962073.0,0.9999998563646202,0.0,0.0,89,1.0,0.0,0.6717318725982291,0.20762760422635282
Large Office,DOWNTOWN,1.0,1605578,Office,Parking,97.0,49517704.0,0.9306128773660427,0.01849146468907363,0.050895534251749634,27,0.7571840172199669,0.2428159827800331,0.8186927075483097,0.2428159827800331
Large Office,DOWNTOWN,1.0,794592,Office,Parking,96.0,26689658.0,0.9753385000287377,0.0,0.02466138756817341,36,1.0,0.0,0.941377461640691,0.046068925939350004
Large Office,DOWNTOWN,1.0,456304,Office,Parking,74.0,19397324.0,0.9999998968929941,0.0,0.0,45,0.7957414355342053,0.20425856446579474,0.7515866615238963,0.23332252182755356
Large Office,DOWNTOWN,1.0,115857,Office,Parking,89.0,4757299.5,0.9999998948983557,0.0,0.0,30,0.8693216637751711,0.13067833622482888,0.9044598082118473,0.1022294725394236
Small and Mid-Sized Office,DOWNTOWN,1.0,87500,Office,Other,72.0,4549892.0,0.9999997802145634,0.0,0.0,17,0.8,0.2,0.8010285714285714,0.01910857142857143
Large Office,DOWNTOWN,1.0,374405,Office,Laboratory,72.0,13329024.0,0.9999998499515044,0.0,0.0,18,0.5064809497736409,0.49351905022635917,0.4032237817336841,0.11172126440619115
Large Office,DOWNTOWN,1.0,102846,Office,Retail Store,96.0,5327249.5,0.3465895486967524,0.6534104982317799,0.0,93,1.0,0.0,0.9128113879003559,0.07292456682807304
Small and Mid-Sized Office,DOWNTOWN,1.0,52800,Office,Restaurant,83.0,2429021.0,0.7541853281630747,0.0,0.24581426014843016,91,1.0,0.0,0.7363636363636363,0.24545454545454545
Medical Office,EAST,1.0,266000,Medical Office,Parking,65.0,13911761.0,0.8556039742200862,0.03426897662344832,0.11012689191540884,71,0.6090225563909775,0.39097744360902253,0.6090225563909775,0.39097744360902253
Medical Office,EAST,1.0,690158,Medical Office,Parking,58.0,21156670.0,0.9999999527335823,0.0,0.0,24,0.4091280547352925,0.5908719452647075,0.39177115964750103,0.39176971070392574
Mixed Use Property,LAKE UNION,1.0,378443,Parking,Office,100.0,55073120.0,0.9715541810596531,0.0,0.0284457099942767,15,0.5305501753236287,0.46944982467637136,0.4342318394051416,0.2874435516048652
Mixed Use Property,LAKE UNION,1.0,213834,Parking,Data Center,100.0,75073888.0,0.9979149075108512,0.0,0.0020849459668320362,15,0.5093296669379052,0.4906703330620949,0.4906703330620949,0.2543328002095083
Hotel,LAKE UNION,1.0,109017,Hotel,NONE,34.0,9474745.0,0.5937252137128757,0.0,0.4062747862871243,37,0.7302347340323069,0.2697652659676931,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,275734,Office,Parking,77.0,16373232.0,0.9999998167741103,0.0,0.0,35,0.8605467588327881,0.1394532411672119,0.8287117294203834,0.17191931354131154
Warehouse,GREATER DUWAMISH,1.0,123061,Non-Refrigerated Warehouse,NONE,59.0,1987934.625,0.9999996856033432,0.0,0.0,15,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,59090,Distribution Center,Office,45.0,2756214.75,0.23016566470373906,0.0,0.7698344260003688,53,1.0,0.0,0.6815366390252158,0.3184633609747842
Warehouse,GREATER DUWAMISH,1.0,106000,Non-Refrigerated Warehouse,NONE,93.0,763364.5,0.9999993450049092,0.0,0.0,53,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,158600,Office,Parking,19.0,18309150.0,0.8706590966811676,0.0,0.1293407940838324,54,0.7578814627994955,0.2421185372005044,0.7930580075662043,0.2069419924337957
Distribution Center,GREATER DUWAMISH,1.0,119661,Distribution Center,NONE,97.0,775729.1875,0.9990148785010103,0.0,0.0009848797909257476,56,1.0,0.0,0.9922447581083227,0.0
Large Office,LAKE UNION,1.0,139200,Office,NONE,81.0,4342597.0,1.0,0.0,0.0,15,0.6786781609195403,0.32132183908045975,0.5897844827586207,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,95721,Office,Parking,95.0,3063504.5,0.9999998367882273,0.0,0.0,32,0.6456263515842918,0.3543736484157082,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,2.0,213283,Office,Parking,83.0,5661689.5,0.9999999116871386,0.0,0.0,20,0.45974128270888914,0.5402587172911109,0.4949433381938551,0.0
Large Office,LAKE UNION,1.0,103697,Office,NONE,7.0,11319836.0,0.4332432908038597,0.0,0.5667566208556378,15,0.5404302921010251,0.4595697078989749,0.6094583256989112,0.0
Small and Mid-Sized Office,NORTH,1.0,74880,Office,Parking,56.0,5134607.5,0.9999999026215733,0.0,0.0,42,1.0,0.0,0.958213141025641,0.0
Small and Mid-Sized Office,NORTH,1.0,88774,Office,Parking,53.0,6029121.5,0.9999999170691783,0.0,0.0,37,1.0,0.0,0.9613062383130195,0.0
Large Office,NORTH,1.0,122250,Office,Adult Education,93.0,5535626.0,0.9999998193519577,0.0,0.0,33,1.0,0.0,0.7466748466257669,0.24684662576687116
Small and Mid-Sized Office,NORTH,1.0,53730,Office,Parking,20.0,4742869.0,1.0,0.0,0.0,37,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DELRIDGE,1.0,55593,Office,NONE,55.0,4224872.5,0.6728129665451442,0.0,0.32718691510808906,56,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,134056,Office,Parking,54.0,4695139.0,0.9999997870137604,0.0,0.0,34,0.54526466551292,0.45473533448708003,0.5375813093035746,0.4411365399534523
Retail Store,GREATER DUWAMISH,1.0,158415,Retail Store,NONE,25.0,22394416.0,0.7112323893599191,0.0,0.2887675213321035,11,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,86995,Office,Parking,81.0,2991674.75,0.9999997493042986,0.0,0.0,31,0.6689464911776539,0.33105350882234613,0.6689464911776539,0.33105350882234613
Retail Store,BALLARD,1.0,164437,Retail Store,Supermarket/Grocery Store,62.0,18390344.0,0.766679459612066,0.0,0.2333204316352103,17,1.0,0.0,0.6242694770641644,0.45064067089523646
Large Office,LAKE UNION,1.0,184482,Office,Parking,95.0,5671256.0,0.9964388840849364,0.0,0.003560939587280137,7,0.6409731030669659,0.35902689693303413,0.6397155278021704,0.35902689693303413
Large Office,LAKE UNION,1.0,139282,Office,Parking,96.0,3238216.0,1.0,0.0,0.0,12,0.6224781378785486,0.37752186212145145,0.5699516089659827,0.37752186212145145
Large Office,LAKE UNION,1.0,271071,Office,Parking,96.0,7851334.5,0.980123824809655,0.0,0.019876111506903698,7,0.6358887523932845,0.3641112476067156,0.6202507830051905,0.3575373241696825
Warehouse,LAKE UNION,1.0,127800,Non-Refrigerated Warehouse,NONE,56.0,2767491.0,0.9198187094375375,0.0,0.08018092922434075,102,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,560516,Office,Parking,71.0,30083496.0,0.6954837961651797,0.0,0.3045161373531853,14,0.6314164091658401,0.36858359083416,0.6645715733359976,0.33742658550335763
Large Office,LAKE UNION,1.0,226592,Office,Parking,49.0,11963428.0,0.9796363550647857,0.0,0.020363561347132277,15,0.5807442451631125,0.41925575483688743,0.5807442451631125,0.3670826860612908
Large Office,LAKE UNION,1.0,209816,Office,Parking,97.0,6917478.5,0.7667253320700599,0.0,0.23327459564926728,10,0.6488685324284135,0.35113146757158653,0.5423942883288214,0.37695409311015365
Large Office,LAKE UNION,1.0,303103,Office,Parking,97.0,7519466.5,0.9505271417859232,0.0,0.04947279171999769,10,0.6374004876230193,0.36259951237698074,0.5893310194884247,0.3278357522030465
Mixed Use Property,LAKE UNION,1.0,67380,Non-Refrigerated Warehouse,Office,66.0,2755829.0,0.5683302556145537,0.0,0.43166974438544625,62,1.0,0.0,0.4412585336895221,0.2578213119620065
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,88062,Office,Parking,80.0,3415561.25,0.9999999268055872,0.0,0.0,42,0.7635075287865367,0.23649247121346323,0.7353001294542482,0.2429651836206309
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,87178,Office,Parking,69.0,3632613.75,1.0,0.0,0.0,44,0.7658124756245842,0.23418752437541582,0.7645048062584597,0.17397737961412282
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,87178,Office,Parking,86.0,3493093.75,0.9999997852906181,0.0,0.0,46,0.7658124756245842,0.23418752437541582,0.7656404138658836,0.3244511229897451
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,88000,Office,Parking,75.0,3484915.5,0.9999998565244982,0.0,0.0,45,0.7545454545454545,0.24545454545454545,0.7919431818181818,0.19871590909090908
Medical Office,NORTHEAST,1.0,196749,Medical Office,Parking,5.0,19165116.0,0.610669249275611,0.0,0.3893305941899856,28,0.5506711597009387,0.4493288402990612,0.5506711597009387,0.4493288402990612
Medical Office,NORTHEAST,1.0,191276,Medical Office,NONE,21.0,8422861.0,0.9504244460403656,0.0,0.04957543523512973,22,0.5018664129320981,0.4981335870679019,0.5018664129320981,0.0
Warehouse,SOUTHWEST,1.0,98475,Non-Refrigerated Warehouse,NONE,83.0,1090496.625,0.7051805410218487,0.0,0.2948198028581702,19,1.0,0.0,1.0,0.0
Hospital,LAKE UNION,1.0,351530,Hospital (General Medical & Surgical),NONE,23.0,42709624.0,0.6270692525881286,0.0,0.37293065375616513,16,0.5719995448468125,0.4280004551531875,0.6133246095639063,0.0
Supermarket / Grocery Store,NORTH,1.0,308965,Supermarket/Grocery Store,Parking,78.0,14512786.0,0.7359597254448594,0.0,0.26404020565038305,21,0.39191170520932794,0.6080882947906721,0.39191170520932794,0.0
Supermarket / Grocery Store,GREATER DUWAMISH,1.0,63225,Supermarket/Grocery Store,NONE,100.0,6522551.5,0.999999923342882,0.0,0.0,8,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,243044,Non-Refrigerated Warehouse,NONE,100.0,1396082.25,0.5021029384192801,0.0,0.497896882508176,17,1.0,0.0,1.0,0.0
Retail Store,NORTHWEST,1.0,131387,Retail Store,NONE,72.0,8773058.0,0.8782016487295536,0.0,0.12179812329976616,19,1.0,0.0,0.8214739662219246,0.0
Warehouse,NORTHWEST,1.0,94400,Non-Refrigerated Warehouse,NONE,38.0,784364.5,0.8680466798280646,0.0,0.1319539576306679,17,1.0,0.0,0.7113877118644067,0.0
Supermarket / Grocery Store,NORTHWEST,0.0,144776,Wholesale Club/Supercenter,NONE,56.0,13424079.0,0.76782139020487,0.0,0.2321785353021239,32,1.0,0.0,1.0,0.0
Retail Store,NORTHWEST,1.0,114000,Retail Store,Supermarket/Grocery Store,79.0,17225444.0,0.454942990148759,0.0,0.5450569517975851,49,1.0,0.0,0.5070614035087719,0.4939649122807018
Supermarket / Grocery Store,NORTHWEST,1.0,50083,Supermarket/Grocery Store,Parking,78.0,8663691.0,0.7535344924005254,0.0,0.24646539217522878,19,1.0,0.0,0.999640596609628,0.0
Large Office,LAKE UNION,1.0,124071,Office,NONE,73.0,4991360.5,0.9995693558900424,0.0,0.0004305439368685151,28,0.7691241305381596,0.2308758694618404,0.7778127040162488,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,90000,Office,NONE,84.0,3897738.0,0.9999997434409393,0.0,0.0,16,0.5941333333333333,0.40586666666666665,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,96041,Office,Parking,70.0,5413418.0,0.9999998152738252,0.0,0.0,15,0.6490144833977156,0.35098551660228444,0.6479732614196021,0.35098551660228444
Large Office,LAKE UNION,1.0,280957,Office,Parking,96.0,11325513.0,0.9700711128935174,0.0,0.02972139098688068,17,0.5912933295842424,0.4087066704157576,0.5430688681897942,0.33418992941980447
Large Office,LAKE UNION,1.0,243334,Office,Parking,89.0,8651835.0,0.9381428332833439,0.0,0.06185716671665606,17,0.5765819819671727,0.4234180180328273,0.5712107638061266,0.1008860249697946
Large Office,GREATER DUWAMISH,1.0,390295,Office,Parking,95.0,7683885.0,0.9999998698575004,0.0,0.0,34,0.6890172817996644,0.31098271820033563,0.6226520964911157,0.27775913091379595
Warehouse,GREATER DUWAMISH,1.0,90000,Non-Refrigerated Warehouse,Office,87.0,1429146.375,0.890686931910666,0.0,0.109312805694938,49,1.0,0.0,0.7777777777777778,0.2222222222222222
Warehouse,BALLARD,1.0,63240,Non-Refrigerated Warehouse,NONE,100.0,227566.7031,0.3753141335552442,0.0,0.6246871711171703,75,1.0,0.0,1.0,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,106041,Non-Refrigerated Warehouse,NONE,94.0,1123943.0,0.6578118285357888,0.0,0.34218817146421127,19,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,181694,Office,Parking,88.0,7637986.0,0.9999998690754343,0.0,0.0,14,0.7898334562506192,0.21016654374938082,0.8301870177331118,0.1483042918313208
Warehouse,GREATER DUWAMISH,1.0,22780,Non-Refrigerated Warehouse,NONE,33.0,402051.3125,0.9999992227360283,0.0,0.0,50,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,124472,Distribution Center,Parking,62.0,5464762.0,0.2096993428076099,0.0,0.7903006571923901,49,1.0,0.0,0.9996063371681985,0.0
Large Office,DOWNTOWN,1.0,227556,Office,Parking,95.0,8493420.0,0.9999998822617979,0.0,0.0,46,0.5668934240362812,0.4331065759637188,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,50065,Distribution Center,Parking,72.0,1529510.25,0.5467508308623626,0.0,0.4532490056866242,49,1.0,0.0,0.9970638170378507,0.0
Distribution Center,GREATER DUWAMISH,1.0,57540,Distribution Center,NONE,26.0,2582687.0,0.5076035152536873,0.0,0.49239648474631265,47,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,85400,Non-Refrigerated Warehouse,NONE,49.0,1536998.25,0.999999837345293,0.0,0.0,50,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,55700,Non-Refrigerated Warehouse,NONE,63.0,519806.0938,0.9999998195480948,0.0,0.0,50,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,53250,Office,Parking,96.0,1794187.25,0.5842049094931424,0.0,0.415794951168001,52,1.0,0.0,0.9907793427230047,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,78672,Office,NONE,98.0,2179719.75,0.8663967007685277,0.0,0.1336029551505417,29,0.6386643278421802,0.3613356721578198,1.0,0.0
Warehouse,NORTHWEST,1.0,64660,Non-Refrigerated Warehouse,NONE,89.0,325513.0,0.7305791166558632,0.0,0.2694208833441368,30,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,161678,Distribution Center,NONE,25.0,9357230.0,0.6766962017605638,0.0,0.3233036913702025,48,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,101101,Distribution Center,NONE,1.0,21795830.0,0.9992393040320098,0.0,0.0007605583269827302,67,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,52613,Distribution Center,NONE,80.0,1061458.25,0.49730830204579407,0.0,0.5026914624291628,36,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,NORTHWEST,1.0,58184,Supermarket/Grocery Store,Parking,41.0,14715262.0,0.5406931932302667,0.0,0.45930680676973334,13,0.8719579265777533,0.12804207342224666,0.8889385398047573,0.0
Supermarket / Grocery Store,NORTH,1.0,58480,Supermarket/Grocery Store,NONE,37.0,11054535.0,0.6167397362259018,0.0,0.3832601733134863,36,1.0,0.0,0.7597640218878249,0.0
Large Office,LAKE UNION,1.0,336700,Office,Parking,95.0,9058916.0,0.8695734677305762,0.0,0.0,11,0.6293436293436293,0.37065637065637064,0.6473923373923374,0.01356994356994357
Retail Store,LAKE UNION,1.0,264008,Retail Store,NONE,42.0,9937707.0,0.7353714493695578,0.0,0.26462845000360746,20,0.39398048543983516,0.6060195145601649,0.37446971303899884,0.0
Small and Mid-Sized Office,CENTRAL,1.0,62220,Office,Parking,32.0,5444253.5,0.9976438459377397,0.0,0.002356062222304674,102,1.0,0.0,0.9751848280295725,0.22147219543555127
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,65430,Office,Other,89.0,3181045.5,0.5362365926548363,0.0,0.4637632501641363,46,1.0,0.0,0.9281980742778542,0.12443833104080697
Large Office,NORTHEAST,1.0,102290,Office,Parking,26.0,6062770.5,0.9753258844285793,0.0,0.024674033100873603,10,0.5851011829113305,0.4148988170886695,0.8184084465734676,0.1815915534265324
Warehouse,GREATER DUWAMISH,1.0,323916,Non-Refrigerated Warehouse,Office,92.0,8024064.5,0.44218051836447725,0.0,0.5578194193229629,25,1.0,0.0,0.8135689499746848,0.1864310500253152
Mixed Use Property,GREATER DUWAMISH,1.0,304052,Office,Parking,66.0,21027396.0,0.8961406348175495,0.0,0.10385931762544444,84,1.0,0.0,0.7200018417902201,0.5146718324497126
Distribution Center,GREATER DUWAMISH,1.0,98024,Distribution Center,Office,94.0,1988334.5,0.6905462838370505,0.0,0.3094539676296921,27,1.0,0.0,0.651840365624745,0.34391577572839305
Large Office,LAKE UNION,1.0,144573,Office,Parking,62.0,5135040.0,0.9999998052595501,0.0,0.0,26,0.5391947320730703,0.46080526792692966,0.5431235431235432,0.4610127755528349
Retail Store,NORTH,1.0,302812,Retail Store,NONE,97.0,7290824.5,0.7667569010884846,0.0,0.23324303033216615,66,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,86400,Office,NONE,53.0,9080022.0,0.45040419505591506,0.0,0.5495956948121932,42,1.0,0.0,0.9050925925925926,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,86483,Office,Parking,56.0,6361236.5,0.9999999213989292,0.0,0.0,35,1.0,0.0,1.0,0.0
Distribution Center,DELRIDGE,1.0,51600,Distribution Center,Office,75.0,1124543.125,0.7251905079229398,0.0,0.27480938092080726,40,1.0,0.0,0.6666666666666666,0.3333333333333333
Warehouse,DELRIDGE,1.0,140520,Non-Refrigerated Warehouse,NONE,61.0,2225512.0,0.5888640456667948,0.0,0.4111359543332051,48,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,154029,Office,Parking,95.0,4636396.5,0.8758269487952551,0.0,0.12417294336237204,30,0.5950113290354414,0.4049886709645586,0.5949853598997591,0.43036051652610874
Warehouse,GREATER DUWAMISH,1.0,50417,Non-Refrigerated Warehouse,NONE,14.0,1847401.0,0.4628215530899897,0.0,0.5371784469100104,36,1.0,0.0,1.0,0.0
Medical Office,NORTHWEST,1.0,133298,Medical Office,NONE,21.0,15640994.0,0.7416524806543625,0.0,0.25834739147652636,55,1.0,0.0,1.0,0.0
Retail Store,NORTH,1.0,168619,Retail Store,NONE,78.0,6455828.5,0.8452643994492729,0.0,0.15473552310133393,51,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,175885,Office,Parking,91.0,6486377.5,0.9999999229153714,0.0,0.0,16,0.5941382153111407,0.4058617846888592,0.5911248827358786,0.40589021235466355
Warehouse,GREATER DUWAMISH,1.0,104786,Non-Refrigerated Warehouse,NONE,93.0,1028376.875,0.6483206849628936,0.0,0.3516794365878754,47,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,53620,Office,NONE,86.0,2058955.25,0.918224910424838,0.0,0.08177496815435886,68,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,50008,Office,NONE,62.0,3202213.0,0.7091461436200528,0.0,0.2908535440959112,78,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,291176,Office,Parking,98.0,6657348.5,0.9891504102571768,0.0,0.01084936442789498,7,0.65596065609803,0.34403934390196994,0.6685784542682089,0.38189273841250654
Warehouse,GREATER DUWAMISH,1.0,50832,Non-Refrigerated Warehouse,Office,63.0,2551022.25,0.24068429822593668,0.0,0.759315995773851,59,1.0,0.0,0.8640226628895185,0.1359773371104816
Refrigerated Warehouse,GREATER DUWAMISH,1.0,76354,Refrigerated Warehouse,NONE,70.0,2843033.5,0.9964441150623093,0.0,0.003555709069203722,45,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,98480,Non-Refrigerated Warehouse,NONE,65.0,2831565.5,0.8487697000122371,0.0,0.1512301234069987,60,1.0,0.0,1.0,0.0
Mixed Use Property,LAKE UNION,1.0,53002,Retail Store,Parking,75.0,3441643.25,0.7480528378413422,0.0,0.25194708951893835,112,1.0,0.0,0.5962416512584431,0.5174710388287235
Large Office,LAKE UNION,1.0,124721,Office,Restaurant,58.0,13898181.0,0.5806500865113211,0.0,0.41934991348867884,45,1.0,0.0,0.8626774961714547,0.1250791767224445
Small and Mid-Sized Office,LAKE UNION,1.0,94002,Office,Parking,70.0,5662234.0,1.0,0.0,0.0,46,1.0,0.0,0.9989681070615519,0.33348226633475886
Warehouse,GREATER DUWAMISH,1.0,93020,Non-Refrigerated Warehouse,NONE,60.0,1252323.875,1.0,0.0,0.0,42,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,SOUTHEAST,1.0,61053,Supermarket/Grocery Store,Parking,32.0,13133225.0,0.6452827846930209,0.0,0.354717139164219,14,1.0,0.0,0.8915859990500057,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,78920,Office,NONE,88.0,2830674.75,0.9999997350455047,0.0,0.0,112,1.0,0.0,0.9954891028890015,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,99440,Office,Retail Store,64.0,6606832.5,0.7092431963425742,0.0,0.2907567279781953,110,1.0,0.0,0.6545454545454545,0.23991351568785196
Small and Mid-Sized Office,DOWNTOWN,1.0,73260,Office,NONE,82.0,2853189.5,0.9999998247575214,0.0,0.0,109,1.0,0.0,0.8718400218400219,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,69817,Office,Retail Store,87.0,2178074.5,0.5716622640777439,0.35402149352558876,0.0743160989213179,116,1.0,0.0,0.49625449389117265,0.3729607402208631
Large Office,DOWNTOWN,1.0,164380,Office,Retail Store,79.0,7655751.0,0.8094194808582463,0.05218799729771775,0.1383924320422647,116,1.0,0.0,0.7519588757756418,0.1265056576225818
Large Office,DOWNTOWN,1.0,160580,Office,NONE,98.0,4336187.5,0.6950993240029404,0.0800721616166275,0.22482837746292106,109,1.0,0.0,1.0,0.0
Mixed Use Property,GREATER DUWAMISH,1.0,56700,Office,Distribution Center,37.0,2371575.0,0.8624715642558215,0.0,0.13752843574417845,106,1.0,0.0,0.46296296296296297,0.318342151675485
Warehouse,GREATER DUWAMISH,1.0,82852,Non-Refrigerated Warehouse,Retail Store,83.0,2153603.5,0.4912998144737413,0.0,0.5087004176952721,94,1.0,0.0,0.7057403562979772,0.2810070969922271
Distribution Center,GREATER DUWAMISH,1.0,92792,Distribution Center,Office,56.0,3155496.0,0.6416021443221605,0.0,0.35839785567783955,54,1.0,0.0,0.9197236830761273,0.1447861884645228
Large Office,GREATER DUWAMISH,1.0,129000,Office,NONE,80.0,4374646.0,0.9999997714100752,0.0,0.0,116,0.8,0.2,0.812937984496124,0.0
Warehouse,GREATER DUWAMISH,1.0,78814,Non-Refrigerated Warehouse,NONE,69.0,861972.875,0.7368294506947217,0.0,0.2631706943214425,62,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,75600,Distribution Center,Office,15.0,2688675.75,0.999999721052269,0.0,0.0,106,0.8571428571428571,0.14285714285714285,0.6751322751322751,0.1388888888888889
Small and Mid-Sized Office,DOWNTOWN,1.0,66842,Office,Retail Store,31.0,5608600.5,0.6164710786585709,0.0,0.3835288321926299,112,1.0,0.0,0.6451332994225187,0.1572963107028515
